profile_name,offer_id,title,company,experience_level,workplace_type,city,technologies,salary_range,bi_score,cross_score,relevant
frontend-mid,4597,"Software Engineer (TypeScript)","CLMedia Sp. z o.o.",mid,hybrid,"Warszawa","TypeScript; PostgreSQL; Node.js; Vue.js; Tailwind CSS; PrimeVue; Node.js Express","23520-28560 PLN",NaN,0.3740,
frontend-mid,139,"Front-end Developer","Nocowanie.pl",mid,remote,"Warszawa","TypeScript; Next.js; React; JavaScript; Redux; Webpack","12000-17000 PLN",NaN,0.3663,
frontend-mid,3232,"Junior Fullstack Developer","P100",junior,hybrid,"Rzeszów","TypeScript; Next.js; PostgreSQL; AI; Nest.js; Python 3; Blockchain","4000-5000 PLN",NaN,0.3656,
frontend-mid,366,"Software Engineer - Frontend","Evidence Prime",mid,remote,"Kraków","TypeScript; React; JavaScript; HTML5; REST API; Git; CSS3","14000-16500 PLN",NaN,0.3640,
frontend-mid,182,"React Native Developer","GMI Software",mid,remote,"Warszawa","TypeScript; CI/CD; React Native; Expo","12000-18000 PLN",NaN,0.3615,
frontend-mid,3949,"Junior Frontend Developer","best HR and PM solutions",junior,remote,"Cracow","JavaScript; HTML; CSS; Git; SEO; CMS","7000-9000 PLN",NaN,0.3584,
fullstack-junior,201,"Junior Full Stack Developer","DreamAI Technologies",junior,office,"Warszawa","TypeScript; React; JavaScript; Express.js; Microservices; React Native; Nest.js; MongoDB; Figma","7500-10000 PLN",NaN,0.9773,
fullstack-junior,5795,"Junior Fullstack Developer","DataFuze",junior,office,"Warszawa","Python; AI; SQL","7000-10000 PLN",NaN,0.9436,
fullstack-junior,138,"Junior Developer with AI - part time/full time","Pirxey",junior,remote,"Gdańsk","TypeScript; Angular; React; JavaScript; Node.js; HTML; Python; CSS; Vue.js; SQL; Analytical Thinking","5800-8000 PLN",NaN,0.8470,
fullstack-junior,183,"Junior React Developer","Link Group",junior,hybrid,"Warszawa","TypeScript; REST; React; API; JavaScript; HTML; CSS3","10080-10920 PLN",NaN,0.8125,
fullstack-junior,3949,"Junior Frontend Developer","best HR and PM solutions",junior,remote,"Cracow","JavaScript; HTML; CSS; Git; SEO; CMS","7000-9000 PLN",NaN,0.7477,
fullstack-junior,209,"Junior Angular Developer","Link Group",junior,remote,"Warszawa","TypeScript; Angular; HTML; CSS; REST API; NgRx; Jasmine; RxJS; Karma","8400-13440 PLN",NaN,0.7384,
fullstack-junior,4671,"Junior Node.js Backend Developer (he/she/they)","Lite e-Commerce",junior,remote,"Warszawa","TypeScript; Docker; PostgreSQL; Node.js; GraphQL; Redis","7000-9000 PLN",NaN,0.6592,
fullstack-junior,737,"JS / Junior Developer","Arrmy.gg",junior,hybrid,"Gdynia","JavaScript; HTML; Git","6000-10000 PLN",NaN,0.6452,
fullstack-junior,5778,"Junior Java Developer (f/m)","Netcompany Poland",junior,office,"Warsaw","Java; OOP; IT-related University degree","8000-9000 PLN",NaN,0.5006,
fullstack-junior,348,"Junior Frontend Developer (K/M)","OstroVit",junior,office,"Zambrów","JavaScript; HTML; CSS; WordPress","4806-5400 PLN",NaN,0.4982,
fullstack-junior,1094,"Junior Low-Code Developer (Mendix)","BiModal Solutions",junior,office,"Kraków","JavaScript; HTML; CSS","5880-6384 PLN",NaN,0.4411,
fullstack-junior,2486,"Fullstack Internship | RAS TECH Summer","Ringier Axel Springer Tech",junior,hybrid,"Kraków","TypeScript; JavaScript; R","5400-5400 PLN",NaN,0.4089,
fullstack-junior,1092,"Junior Java Developer","VHV Informatyka Sp. z o.o.",junior,office,"Warszawa","Java; Git; SQL","8000-12000 PLN",NaN,0.4061,
fullstack-junior,5679,"Frontend Developer","Mindpal Sp. z o.o.",junior,office,"Gliwice","TypeScript; React; JavaScript","8000-10000 PLN",NaN,0.3359,
fullstack-junior,222,"Independent Developer","Lunar Logic",junior,hybrid,"Kraków","JavaScript; Node.js; Amazon AWS; Git; SQL; Ruby on Rails; Security","10000-14000 PLN",NaN,0.2274,
fullstack-junior,2485,"AI Fullstack Internship | RAS TECH Summer","Ringier Axel Springer Tech",junior,hybrid,"Kraków","TypeScript; React; Git","5400-5400 PLN",NaN,0.2098,
fullstack-junior,5769,"Web Developer ","Ptak Warsaw Expo Sp. z o.o.",junior,office,"Nadarzyn","HTML; WordPress; Excel","7000-9000 PLN",NaN,0.1541,
fullstack-junior,1218,"CCM Developer","Quertum",junior,hybrid,"Warszawa","HTML; JSON; XML","7800-10800 PLN",NaN,0.1287,
fullstack-junior,5752,"Junior Frontend Software Engineer - e-Xperience Program Associate","Allegro",junior,office,"Poznań","HTML; Java; CSS","7000-7000 PLN",NaN,0.1244,
fullstack-junior,5509,"Junior Software Engineer (Java)","Sopra Steria Poland",junior,office,"Katowice","Spring Boot; Java; REST API","5500-8500 PLN",NaN,0.1089,
fullstack-mid,213,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,"Warszawa","TypeScript; React; API; Node.js; AWS","13000-15000 PLN",NaN,0.9775,
fullstack-mid,5282,"Fullstack developer (Node.js and React) (f/m/d)","FIEGE Sp. z.o.o.",mid,remote,"Warszawa","React; Node.js","15000-18000 PLN",NaN,0.9687,
fullstack-mid,100,"Fullstack Developer (React + Node.js)","Onwelo",mid,hybrid,"Warszawa","TypeScript; React; Node.js; REST API; PostreSQL","15750-19950 PLN",NaN,0.9613,
fullstack-mid,220,"Senior Full Stack Developer (Node.js + React)","DataArt",mid,remote,"Wrocław","Docker; PHP; JavaScript; Node.js; GraphQL; Git; nestJS; MySQL; React.JS; AWS","15000-17500 PLN",NaN,0.9597,
fullstack-mid,5731,"Fullstack Developer (React + Node.js)","Mood Up",mid,hybrid,"Poznań","TypeScript; React; JavaScript","16000-21000 PLN",NaN,0.9591,
fullstack-mid,335,"FullStack Developer (React + Node.js)","ALTIMI",mid,remote,"Wrocław","React; Node.js; GCP","16800-23520 PLN",NaN,0.9578,
fullstack-mid,395,"Senior Full Stack Developer (Node.js + React)","DataArt",mid,remote,"Wrocław","Docker; PHP; JavaScript; Node.js; GraphQL; Git; nestJS; MySQL; React.JS; AWS","15000-19500 PLN",NaN,0.9571,
fullstack-mid,1087,"Fullstack Developer (Java, React)","ITFS Sp. z o.o.",mid,hybrid,"Warszawa","TypeScript; React; JavaScript","15120-18480 PLN",NaN,0.9485,
fullstack-mid,49,"Fullstack Developer (Mid)","Framna (formerly Bright Inventions)",mid,hybrid,"Gdańsk","TypeScript; Next.js; React; JavaScript; Node.js; nestJS; NoSQL; SQL; Databases; AWS","18772-21220 PLN",NaN,0.9479,
fullstack-mid,71,"Full Stack Developer (Java, TypeScript)","Upvanta sp. z o.o.",mid,remote,"Wrocław","TypeScript; PostgreSQL; React; JavaScript; Java; REST API; MongoDB; Kafka; Spring; Oracle","21000-25200 PLN",NaN,0.9432,
fullstack-mid,4530,"Fullstack Developer (Typescript/AWS)","Upvanta sp. z o.o.",mid,remote,"Warszawa","TypeScript; Node.js; Java; Python; GitHub Actions; NoSQL; SQL; Lambda; AWS; Bamboo","18900-23730 PLN",NaN,0.9392,
fullstack-mid,1237,"Fullstack Developer - Backend background (he/she)] -  (F/M)","ASTEK Polska",mid,remote,"Warsaw","TypeScript; React; JavaScript; Node.js; Git; nestJS; RESTful API; Neo4j; Cypher; NPM/Yarn","15750-24150 PLN",NaN,0.9333,
fullstack-mid,322,"Full-Stack(Node.js+ React) Developer","SNI",mid,remote,"Wrocław","TypeScript; React; Node.js; AWS","16800-20160 PLN",NaN,0.9266,
fullstack-mid,5221,"Mid Fullstack Developer - Global Fintech Project","Humanit",mid,remote,"Wrocław","Docker; React; Node.js; REST API; Redux; JavaScript / TypeScript; SQL (Postgres / MySQL)","14000-17000 PLN",NaN,0.9263,
fullstack-mid,5748," Fullstack Developer (Node, react, typescript)","Link Group",mid,remote,"","TypeScript; React; Node.js","15000-20000 PLN",NaN,0.9259,
fullstack-mid,25,"Fullstack Developer (Node.js/Nest.js + Next.js) - Mid+/Senior (100% Remote)","iMakeable",mid,remote,"Wrocław","TypeScript; Next.js; Docker; Node.js; Express.js; CI/CD; ORM; Git; Nest.js; AWS","16800-24360 PLN",NaN,0.9249,
fullstack-mid,290,"Node.js Developer","The Software House",mid,remote,"Gliwice","TypeScript; Node.js; CI/CD; Amazon AWS; SQL; React.JS","9500-16000 PLN",NaN,0.9236,
fullstack-mid,5124,"Fullstack Java Developer (Java + React/Next.js)","UpMenu.com",mid,remote,"Łódź","TypeScript; Next.js; Docker; JavaScript; Java; MySQL; Claude Code; GitLab; DevOps","16000-20000 PLN",NaN,0.9202,
fullstack-mid,241,"Full Stack Developer (Node.js+React)","Andersen",mid,remote,"Budapest","TypeScript; React; Node.js; AWS","6244-9182 PLN",NaN,0.9202,
fullstack-mid,491,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,"Warszawa","TypeScript; Next.js; PostgreSQL; React; Node.js; React Native; Nest.js; Supabase","10080-20160 PLN",NaN,0.9137,
frontend-senior,103,"Senior Frontend / AI Solutions Engineer (React / TypeScript / GraphQL)","Trui",senior,remote,"Poznań","TypeScript; React; AI; GraphQL","18000-28000 PLN",NaN,0.9769,
frontend-senior,303,"Lead FullStack Software Engineer","N-iX",senior,remote,"Kraków","TypeScript; Next.js; Angular; React; Node.js; HTML; C#; CSS; Vue; AWS","22951-28503 PLN",NaN,0.9687,
frontend-senior,96,"Senior Frontend Developer (React)","TQLO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",senior,remote,"Warszawa","TypeScript; React; HTML; CSS; CI/CD; REST API","21840-25200 PLN",NaN,0.9671,
frontend-senior,239,"Senior Front End Engineer (Vue 3/TypeScript)","N-iX",senior,remote,"Kraków","TypeScript; Vue","16042-21595 PLN",NaN,0.9612,
frontend-senior,3235,"(Senior) Frontend Developer - Freelance","Netguru",senior,remote,"Warszawa","TypeScript; React; JavaScript; GraphQL API; Copilot; Claude","24397-24397 PLN",NaN,0.9607,
frontend-senior,261,"Senior Frontend Developer","Lincor Software",senior,remote,"Warszawa","TypeScript; Docker; React; JavaScript; HTML; CSS; Unit Testing; Git","16000-24000 PLN",NaN,0.9559,
frontend-senior,339,"Senior Frontend Developer (React / Gatsby) – 100% zdalnie 🌎","Ness Solution",senior,remote,"Warszawa","TypeScript; Docker; React; REST API; Mikroserwisy; Gatsby","18480-23520 PLN",NaN,0.9524,
frontend-senior,457,"Senior Frontend Engineer","CKSource",senior,remote,"Warszawa","TypeScript; JavaScript; AI","24000-32000 PLN",NaN,0.9505,
frontend-senior,237,"Senior Frontend Developer part/full time","Pirxey",senior,remote,"Gdańsk","TypeScript; React; PHP; Node.js; HTML; CSS; Vue.js; Mobile Apps","14000-28000 PLN",NaN,0.9472,
frontend-senior,266,"Senior Frontend Developer","Link Group",senior,remote,"Warszawa","TypeScript; React; JavaScript; GraphQL; REST API; Git; Webpack; Babel","120-150 PLN",NaN,0.9467,
frontend-senior,92,"Frontend Engineer (Mid – Senior)","Arx City",senior,remote,"Poland (Remote)","TypeScript; React; JavaScript; HTML; Python; CSS; Amazon AWS; Cypress","16815-22846 PLN",NaN,0.9458,
frontend-senior,495,"Senior Frontend Developer","Merixstudio",senior,remote,"Poznań","TypeScript; React; JavaScript; HTML5; CSS 3","15500-22000 PLN",NaN,0.9447,
frontend-senior,4508,"Senior Frontend Developer (Angular)","Inspeerity",senior,remote,"Warsaw","TypeScript; Angular; JavaScript; HTML; CSS; CI/CD; Unit Testing; Cloud","15120-23520 PLN",NaN,0.9352,
frontend-senior,34,"Backend Engineer (Node.js/TypeScript)","Experis Manpower Group",senior,remote,"Warszawa","TypeScript; Node.js; Azure","25200-27720 PLN",NaN,0.9260,
frontend-senior,4497,"Senior Frontend Developer (React)","Inspeerity",senior,remote,"Warszawa","TypeScript; Next.js; React; JavaScript; HTML; CSS; CI/CD; Cloud","15120-23520 PLN",NaN,0.9244,
frontend-senior,345,"Senior Frontend Developer (Angular)","Lumicode Sp. z o.o. (Pentacomp Group)",senior,remote,"Warszawa","Angular; Node.js; HTML; CSS","15120-20160 PLN",NaN,0.9229,
frontend-senior,4999,"Senior Frontend Developer (k/m)","Lumicode Sp. z o.o. (Pentacomp Group)",senior,remote,"Warszawa","Angular; JavaScript","15120-18480 PLN",NaN,0.9226,
frontend-senior,5278,"Senior Frontend Developer (k/m)","Lumicode Sp. z o.o. (Pentacomp Group)",senior,remote,"Warszawa","Angular; JavaScript","15120-18480 PLN",NaN,0.9226,
frontend-senior,527,"Senior Frontend Developer (Part-time; 100% remote)","DevsData LLC",senior,remote,"Warsaw","JavaScript; HTML; CSS","16800-24360 PLN",NaN,0.9214,
frontend-senior,299,"Lead Fullstack (React+Next.js +Node.js)","N-iX",senior,remote,"Warszawa","TypeScript; Next.js; React; Node.js","23873-25709 PLN",NaN,0.9086,
backend-python-mid,5489,"Python Backend Developer","Smart Topaz sp. z o.o.",mid,remote,"","Python; Azure; SQL","19000-24000 PLN",NaN,0.8761,
backend-python-mid,315,"Fullstack Developer","tonik",mid,remote,"Poznań","Next.js; Docker; PostgreSQL; React; JavaScript; HTML; Python; CSS; Rust; Microsoft Azure","18000-25000 PLN",NaN,0.6250,
backend-python-mid,5780,"Python Developer","Link Group",mid,remote,"","PostgreSQL; Python; SQL","20160-23520 PLN",NaN,0.4394,
backend-python-mid,290,"Node.js Developer","The Software House",mid,remote,"Gliwice","TypeScript; Node.js; CI/CD; Amazon AWS; SQL; React.JS","9500-16000 PLN",NaN,0.4203,
backend-python-mid,90,"Full-Stack Developer","TaxCalc | Engager.app",mid,remote,"Wokingham","TypeScript; Angular; React; Python; Express.js; Git; Nest.js; Redis; SQL","14747-19663 PLN",NaN,0.4052,
backend-python-mid,40,"Software Engineer","Ciklum",mid,remote,"Gdańsk","TypeScript; JavaScript; AWS","17502-18356 PLN",NaN,0.3526,
backend-python-mid,5729,"Python Developer with Azure","DCG sp. z o.o.",mid,hybrid,"Poland","FastAPI; Python; Django","21840-25200 PLN",NaN,0.3315,
backend-python-mid,207,"Software Engineer II","LegalZoom",mid,hybrid,"Kraków","PostgreSQL; JavaScript; Go; Amazon AWS; Backend; Front-End","20833-22500 PLN",NaN,0.3186,
backend-python-mid,5796,"Mid/Senior Python Software Engineer","Shelton AI",mid,remote,"","Python; SQL; Django","18000-32000 PLN",NaN,0.2159,
backend-python-mid,316,"Full stack developer (Typescript&AWS)","Cyclad",mid,remote,"Warszawa","TypeScript; AWS","16800-20160 PLN",NaN,0.2012,
backend-python-mid,265,"Senior Backend Developer (Node.js + Hydra + AWS)","SCALO",mid,remote,"Kraków","Node; AWS","20160-22680 PLN",NaN,0.1802,
backend-python-mid,4530,"Fullstack Developer (Typescript/AWS)","Upvanta sp. z o.o.",mid,remote,"Warszawa","TypeScript; Node.js; Java; Python; GitHub Actions; NoSQL; SQL; Lambda; AWS; Bamboo","18900-23730 PLN",NaN,0.1682,
backend-python-mid,4987,"Java Developer","DCG",mid,remote,"","Java; SQL; MySQL","20160-22680 PLN",NaN,0.1661,
backend-python-mid,5787,"Fullstack Developer","Connectis_",mid,hybrid,"Warszawa","React; API; Headless CMS","29400-31920 PLN",NaN,0.1336,
backend-python-mid,742,"Fullstack Developer (Django + Angular)","Pro Business Solutions IT",mid,hybrid,"Katowice","Angular; Python; Django","16800-20160 PLN",NaN,0.1194,
backend-python-mid,522,"Typescript Developer (Node.js)","CrustLab",mid,remote,"Kraków","TypeScript; Docker; PostgreSQL; Node.js; Express.js; MongoDB; DDD; AWS","15000-20000 PLN",NaN,0.1190,
backend-python-mid,5602,".Net Developer","1dea",mid,remote,"",".NET; AWS","23520-44520 PLN",NaN,0.1036,
backend-python-mid,213,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,"Warszawa","TypeScript; React; API; Node.js; AWS","13000-15000 PLN",NaN,0.0982,
backend-python-mid,4,"Fullstack Developer (Laravel + React) – ASAP k/m/*","Square One Resources",mid,remote,"","PostgreSQL; React; PHP","16800-23520 PLN",NaN,0.0936,
backend-python-mid,5452,".NET/ C# Developer","Upvanta",mid,remote,"",".NET; C#; AWS","25200-27300 PLN",NaN,0.0875,
backend-java-senior,136,"Senior Back-end Engineer (NodeJS)","SwingDev—a hippo company",senior,remote,"Warszawa","TypeScript; PostgreSQL; JavaScript; Node.js; Microservices","26000-32000 PLN",NaN,0.9583,
backend-java-senior,4644,"Senior Software Engineer (Java/Kotlin)","ARDURA Consulting",senior,remote,"","TypeScript; Kotlin; Java","24360-26880 PLN",NaN,0.9540,
backend-java-senior,3582,"Senior Backend Engineer (Node.js / AWS)","Appliscale",senior,remote,"Kraków","TypeScript; JavaScript; Node.js; REST API; Amazon AWS; Terraform","19500-25000 PLN",NaN,0.9529,
backend-java-senior,196,"Backend Engineer","FIXLY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",senior,remote,"Poznań","TypeScript; PostgreSQL; Node.js; Amazon AWS; Golang; DynamoDB","20000-25000 PLN",NaN,0.9260,
backend-java-senior,4473,"Senior Back-end Engineer (Node.js)","SwingDev—a hippo company",senior,remote,"Warszawa","TypeScript; JavaScript; Node.js; Microservices; Nest.js","26000-32000 PLN",NaN,0.9228,
backend-java-senior,97,"Senior Backend Developer  (TypeScript / NestJS / AWS)","TQLO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",senior,hybrid,"Warszawa","TypeScript; JavaScript; REST API; Nest.js; AWS","25200-30240 PLN",NaN,0.8969,
backend-java-senior,68,"Staff / Senior Backend Software Engineer (Node.js & PHP)","iTeamly",senior,remote,"Kraków","PostgreSQL; PHP; Node.js; AWS","23000-34500 PLN",NaN,0.8804,
backend-java-senior,4992,"Senior / Staff Full-Stack Engineer (Node.js  +  AWS)","Blue Language Labs Inc.",senior,remote,"","TypeScript; Node.js; AWS","40000-50000 PLN",NaN,0.8803,
backend-java-senior,5038,"Staff / Senior Backend Software Engineer (Node.js & PHP)","iTeamly",senior,remote,"Kraków","PostgreSQL; PHP; Node.js; AWS","25000-36500 PLN",NaN,0.8737,
backend-java-senior,5336,"Lead Backend Engineer Java & Test Automation","Mindbox Sp. z o.o.",senior,hybrid,"Kraków","Java; Design Patterns; Microservices architecture","33600-37800 PLN",NaN,0.8674,
backend-java-senior,5488,"Middle/Senior Backend Engineer (Kafka, Java, ELK)","N-iX",senior,hybrid,"Gdynia","Java; Kafka; Spring","4000-4845 USD",NaN,0.8674,
backend-java-senior,5470,"Senior Backend Developer / Developerka (Java)","ASTEK Polska",senior,hybrid,"Warszawa","Spring Boot; Java; REST API","25200-27300 PLN",NaN,0.8637,
backend-java-senior,280,"Senior Backend Developer (Node.js/TypeScript)","Relout",senior,remote,"Warszawa","TypeScript; Node.js; Kubernetes; Serverless; Automated Testing; AWS","25000-32000 PLN",NaN,0.8580,
backend-java-senior,5367,"Staff Software Engineer, Back-end (Identity Engineering)","Affirm",senior,remote,"","Kotlin; Python; AWS","29833-38166 PLN",NaN,0.8414,
backend-java-senior,4573,"Senior Frontend Engineer (Angular & AWS Integration)","Chabre IT Services Sp. z.o.o",senior,remote,"Warszawa","Angular; Node.js; AWS","21000-25500 PLN",NaN,0.8149,
backend-java-senior,2845,"Remote Senior Frontend Developer","LINCOR Software",senior,hybrid,"Warszawa","TypeScript; React; Java","16000-24000 PLN",NaN,0.8146,
backend-java-senior,4980,"Senior Java Developer","AVENGA (Agencja Pracy, nr KRAZ: 8448)",senior,hybrid,"Warszawa","Spring Boot; Java; Kafka","28560-33600 PLN",NaN,0.7858,
backend-java-senior,243,"Senior Backend Developer (node.js)","Intent",senior,remote,"Warszawa","Next.js; Node.js; AWS","20160-30240 PLN",NaN,0.7709,
backend-java-senior,245,"Senior Fullstack Software Engineer","Bayer Sp. z o.o.",senior,hybrid,"Warszawa","TypeScript; JavaScript; Node.js; GraphQL; React.JS; AWS","20240-25300 PLN",NaN,0.7679,
backend-java-senior,1102,"Senior Software Engineer, Fullstack (Servicing International)","Affirm",senior,remote,"","Kotlin; Python; MySQL; AWS","25083-33416 PLN",NaN,0.7647,
go-backend-senior,196,"Backend Engineer","FIXLY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",senior,remote,"Poznań","TypeScript; PostgreSQL; Node.js; Amazon AWS; Golang; DynamoDB","20000-25000 PLN",NaN,0.6743,
go-backend-senior,5736,"Senior Golang FullStack Engineer","N-iX",senior,remote,"","JavaScript; Go; Golang","4500-6300 USD",NaN,0.6569,
go-backend-senior,3582,"Senior Backend Engineer (Node.js / AWS)","Appliscale",senior,remote,"Kraków","TypeScript; JavaScript; Node.js; REST API; Amazon AWS; Terraform","19500-25000 PLN",NaN,0.6236,
go-backend-senior,265,"Senior Backend Developer (Node.js + Hydra + AWS)","SCALO",mid,remote,"Kraków","Node; AWS","20160-22680 PLN",NaN,0.5008,
go-backend-senior,3970,"Fullstack Developer (Go / React / Node.js)","Link Group",senior,remote,"Kraków","TypeScript; Docker; React; Node.js; Go; Kubernetes; Golang; GCP; AWS","23000-23000 PLN",NaN,0.3224,
go-backend-senior,150,"Senior Backend Developer (NodeJS, TypeScript and AWS) (B2B)","Reply Polska Sp. z o. o.",senior,remote,"Katowice","TypeScript; Node.js; Nest.js; Kubernetes; Terraform; GitLab; Helm; AWS","20160-27720 PLN",NaN,0.1897,
go-backend-senior,5759,"Fullstack Developer (Go / React / Node.js)","Link Group",senior,remote,"","TypeScript; React; Golang","23000-23000 PLN",NaN,0.1865,
go-backend-senior,68,"Staff / Senior Backend Software Engineer (Node.js & PHP)","iTeamly",senior,remote,"Kraków","PostgreSQL; PHP; Node.js; AWS","23000-34500 PLN",NaN,0.1798,
go-backend-senior,5038,"Staff / Senior Backend Software Engineer (Node.js & PHP)","iTeamly",senior,remote,"Kraków","PostgreSQL; PHP; Node.js; AWS","25000-36500 PLN",NaN,0.1704,
go-backend-senior,186,"Senior React Engineer + Python","N-iX",senior,remote,"Kraków","React; Python; Apache Spark; MySQL; Kubernetes; AWS","18363-21669 PLN",NaN,0.1570,
go-backend-senior,25,"Fullstack Developer (Node.js/Nest.js + Next.js) - Mid+/Senior (100% Remote)","iMakeable",mid,remote,"Wrocław","TypeScript; Next.js; Docker; Node.js; Express.js; CI/CD; ORM; Git; Nest.js; AWS","16800-24360 PLN",NaN,0.1407,
go-backend-senior,5533,"Senior Software Engineer, Back-end (Fraud)","Affirm",senior,remote,"","Kotlin; Python; AWS","25083-33416 PLN",NaN,0.1312,
go-backend-senior,5676,"Senior Software Engineer – Billy Team","Cast AI",senior,remote,"","Golang; Feature flag systems","6500-9000 EUR",NaN,0.1270,
go-backend-senior,759,"Senior Software Developer/Engineer - NodeJS / NestJS JS/TS","RevoEngine",senior,remote,"Warszawa","TypeScript; Angular; JavaScript; nestJS; Redis; Google Cloud Platform; SQL; WebSocket; Golang; NodeJS","16800-25200 PLN",NaN,0.1200,
go-backend-senior,280,"Senior Backend Developer (Node.js/TypeScript)","Relout",senior,remote,"Warszawa","TypeScript; Node.js; Kubernetes; Serverless; Automated Testing; AWS","25000-32000 PLN",NaN,0.1151,
go-backend-senior,40,"Software Engineer","Ciklum",mid,remote,"Gdańsk","TypeScript; JavaScript; AWS","17502-18356 PLN",NaN,0.1150,
go-backend-senior,4992,"Senior / Staff Full-Stack Engineer (Node.js  +  AWS)","Blue Language Labs Inc.",senior,remote,"","TypeScript; Node.js; AWS","40000-50000 PLN",NaN,0.1032,
