profile_name,offer_id,title,company,experience_level,workplace_type,city,technologies,salary_range,bi_score,cross_score,relevant
fullstack-mid,290,"Node.js Developer","The Software House",mid,remote,"Gliwice","TypeScript; Node.js; CI/CD; Amazon AWS; SQL; React.JS","9500-16000 PLN",NaN,0.9236,1
fullstack-mid,241,"Full Stack Developer (Node.js+React)","Andersen",mid,remote,"Budapest","TypeScript; React; Node.js; AWS","6244-9182 PLN",NaN,0.9202,1
fullstack-mid,491,"Regular Fullstack Developer (B2B | 100% remote)","TeaCode S.C.",mid,remote,"Warszawa","TypeScript; Next.js; PostgreSQL; React; Node.js; React Native; Nest.js; Supabase","10080-20160 PLN",NaN,0.9137,1
fullstack-mid,3206,"Fullstack Developer (Node.js + React) (m/k)","Devire",mid,remote,"","TypeScript; React; Node.js","16800-21000 PLN",NaN,0.9125,1
fullstack-mid,54,"Fullstack Developer","speedapp",mid,remote,"Warszawa","TypeScript; Next.js; PostgreSQL; React; Node.js; HTML; CSS; ORM; REST API; UX/UI","18000-19999 PLN",NaN,0.9124,1
fullstack-mid,3556,"Fullstack TypeScript Developer","Crestt Sp. z o.o.",mid,remote,"","TypeScript; Node.js; Express.js; K8s","16800-19824 PLN",NaN,0.9036,1
frontend-senior,103,"Senior Frontend / AI Solutions Engineer (React / TypeScript / GraphQL)","Trui",senior,remote,"Poznań","TypeScript; React; AI; GraphQL","18000-28000 PLN",NaN,0.9769,1
frontend-senior,800,"Senior Front-End Developer (Project Lead) eComm agency","commerce-ui",senior,remote,"Gdańsk","TypeScript; Next.js; React; CSS","22000-28000 PLN",NaN,0.9711,1
frontend-senior,303,"Lead FullStack Software Engineer","N-iX",senior,remote,"Kraków","TypeScript; Next.js; Angular; React; Node.js; HTML; C#; CSS; Vue; AWS","22951-28503 PLN",NaN,0.9687,1
frontend-senior,96,"Senior Frontend Developer (React)","TQLO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",senior,remote,"Warszawa","TypeScript; React; HTML; CSS; CI/CD; REST API","21840-25200 PLN",NaN,0.9671,1
frontend-senior,239,"Senior Front End Engineer (Vue 3/TypeScript)","N-iX",senior,remote,"Kraków","TypeScript; Vue","16042-21595 PLN",NaN,0.9612,0
frontend-senior,3235,"(Senior) Frontend Developer - Freelance","Netguru",senior,remote,"Warszawa","TypeScript; React; JavaScript; GraphQL API; Copilot; Claude","24397-24397 PLN",NaN,0.9607,1
frontend-senior,261,"Senior Frontend Developer","Lincor Software",senior,remote,"Warszawa","TypeScript; Docker; React; JavaScript; HTML; CSS; Unit Testing; Git","16000-24000 PLN",NaN,0.9559,1
frontend-senior,457,"Senior Frontend Engineer","CKSource",senior,remote,"Warszawa","TypeScript; JavaScript; AI","24000-32000 PLN",NaN,0.9505,1
frontend-senior,177,"Senior Front-End Developer","Efigence S.A.",senior,remote,"Warszawa","JavaScript; HTML; CSS; HTML5; CSS 3; Git; Angular 2+; CMS Magnolia; React JS; SCSS","17000-19000 PLN",NaN,0.9484,1
frontend-senior,237,"Senior Frontend Developer part/full time","Pirxey",senior,remote,"Gdańsk","TypeScript; React; PHP; Node.js; HTML; CSS; Vue.js; Mobile Apps","14000-28000 PLN",NaN,0.9472,1
frontend-senior,266,"Senior Frontend Developer","Link Group",senior,remote,"Warszawa","TypeScript; React; JavaScript; GraphQL; REST API; Git; Webpack; Babel","120-150 PLN",NaN,0.9467,1
frontend-senior,92,"Frontend Engineer (Mid – Senior)","Arx City",senior,remote,"Poland (Remote)","TypeScript; React; JavaScript; HTML; Python; CSS; Amazon AWS; Cypress","16815-22846 PLN",NaN,0.9458,1
frontend-senior,495,"Senior Frontend Developer","Merixstudio",senior,remote,"Poznań","TypeScript; React; JavaScript; HTML5; CSS 3","15500-22000 PLN",NaN,0.9447,1
frontend-senior,4508,"Senior Frontend Developer (Angular)","Inspeerity",senior,remote,"Warsaw","TypeScript; Angular; JavaScript; HTML; CSS; CI/CD; Unit Testing; Cloud","15120-23520 PLN",NaN,0.9352,0
frontend-senior,5151,"Senior Software Developer - Frontend (B2B)","Reply Polska Sp. z o. o.",senior,remote,"Katowice","Angular; React; JavaScript; HTML","16800-28560 PLN",NaN,0.9244,1
frontend-senior,4497,"Senior Frontend Developer (React)","Inspeerity",senior,remote,"Warszawa","TypeScript; Next.js; React; JavaScript; HTML; CSS; CI/CD; Cloud","15120-23520 PLN",NaN,0.9244,1
frontend-senior,345,"Senior Frontend Developer (Angular)","Lumicode Sp. z o.o. (Pentacomp Group)",senior,remote,"Warszawa","Angular; Node.js; HTML; CSS","15120-20160 PLN",NaN,0.9229,0
frontend-senior,4999,"Senior Frontend Developer (k/m)","Lumicode Sp. z o.o. (Pentacomp Group)",senior,remote,"Warszawa","Angular; JavaScript","15120-18480 PLN",NaN,0.9226,0
frontend-senior,5278,"Senior Frontend Developer (k/m)","Lumicode Sp. z o.o. (Pentacomp Group)",senior,remote,"Warszawa","Angular; JavaScript","15120-18480 PLN",NaN,0.9226,0
frontend-senior,527,"Senior Frontend Developer (Part-time; 100% remote)","DevsData LLC",senior,remote,"Warsaw","JavaScript; HTML; CSS","16800-24360 PLN",NaN,0.9214,1
backend-python-mid,5489,"Python Backend Developer","Smart Topaz sp. z o.o.",mid,remote,"","Python; Azure; SQL","19000-24000 PLN",NaN,0.8761,1
backend-python-mid,5780,"Python Developer","Link Group",mid,remote,"","PostgreSQL; Python; SQL","20160-23520 PLN",NaN,0.4394,1
backend-python-mid,5729,"Python Developer with Azure","DCG sp. z o.o.",mid,hybrid,"Poland","FastAPI; Python; Django","21840-25200 PLN",NaN,0.3315,1
backend-python-mid,207,"Software Engineer II","LegalZoom",mid,hybrid,"Kraków","PostgreSQL; JavaScript; Go; Amazon AWS; Backend; Front-End","20833-22500 PLN",NaN,0.3186,0
backend-python-mid,5796,"Mid/Senior Python Software Engineer","Shelton AI",mid,remote,"","Python; SQL; Django","18000-32000 PLN",NaN,0.2159,1
backend-python-mid,316,"Full stack developer (Typescript&AWS)","Cyclad",mid,remote,"Warszawa","TypeScript; AWS","16800-20160 PLN",NaN,0.2012,0
backend-python-mid,265,"Senior Backend Developer (Node.js + Hydra + AWS)","SCALO",mid,remote,"Kraków","Node; AWS","20160-22680 PLN",NaN,0.1802,0
backend-python-mid,742,"Fullstack Developer (Django + Angular)","Pro Business Solutions IT",mid,hybrid,"Katowice","Angular; Python; Django","16800-20160 PLN",NaN,0.1194,1
backend-python-mid,5602,".Net Developer","1dea",mid,remote,"",".NET; AWS","23520-44520 PLN",NaN,0.1036,0
backend-python-mid,213,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,"Warszawa","TypeScript; React; API; Node.js; AWS","13000-15000 PLN",NaN,0.0982,0
backend-python-mid,3569,"Full Stack Developer Java","Makeitright Sp. z o.o.",mid,remote,"","React; API; Java; AWS","18480-23520 PLN",NaN,0.0474,0
backend-python-mid,5745,"Fullstack Engineer (Python/ API/ Security)","Antal",mid,hybrid,"Kraków","API; Python; frontend","25200-33600 PLN",NaN,0.0451,1
backend-python-mid,746,"Fullstack Engineer (Node.js + React)","Square One Resources",mid,hybrid,"Warsaw","PostgreSQL; React; AWS","20160-23520 PLN",NaN,0.0302,0
backend-java-senior,136,"Senior Back-end Engineer (NodeJS)","SwingDev—a hippo company",senior,remote,"Warszawa","TypeScript; PostgreSQL; JavaScript; Node.js; Microservices","26000-32000 PLN",NaN,0.9583,0
backend-java-senior,4644,"Senior Software Engineer (Java/Kotlin)","ARDURA Consulting",senior,remote,"","TypeScript; Kotlin; Java","24360-26880 PLN",NaN,0.9540,1
backend-java-senior,5687,"Senior Kotlin Engineer with Java","Xebia sp. z o.o.",senior,hybrid,"Rzeszów","TypeScript; Kotlin; Java","17100-28200 PLN",NaN,0.9399,1
backend-java-senior,5515,"Senior Backend Engineer (Python/AWS)","Transition Technologies PSC",senior,hybrid,"Białystok","Python; Microservices; AWS","",NaN,0.9323,0
backend-java-senior,4473,"Senior Back-end Engineer (Node.js)","SwingDev—a hippo company",senior,remote,"Warszawa","TypeScript; JavaScript; Node.js; Microservices; Nest.js","26000-32000 PLN",NaN,0.9228,0
backend-java-senior,5825,"Senior Backend Engineer (Java)","Mindbox Sp. z o.o.",senior,hybrid,"Warszawa","Spring Boot; Java; K8s","29400-33600 PLN",NaN,0.9101,1
backend-java-senior,5677,"Senior Java Engineer with DevOps","Mindbox Sp. z o.o.",senior,hybrid,"Kraków","Spring Boot; Java; Java SE","29400-33600 PLN",NaN,0.9041,1
backend-java-senior,97,"Senior Backend Developer  (TypeScript / NestJS / AWS)","TQLO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",senior,hybrid,"Warszawa","TypeScript; JavaScript; REST API; Nest.js; AWS","25200-30240 PLN",NaN,0.8969,0
backend-java-senior,5584,"Senior Backend Developer (Solr/Elasticsearch)","teems.it sp. z o.o.",senior,hybrid,"Kraków","Spring Boot; Java; Solr","22400-26500 PLN",NaN,0.8816,1
backend-java-senior,5760,"Senior Java Developer - 100% remote","AVENGA (Agencja Pracy, nr KRAZ: 8448)",senior,hybrid,"Warszawa","Spring Boot; Java; Spring","25200-26880 PLN",NaN,0.8811,1
backend-java-senior,68,"Staff / Senior Backend Software Engineer (Node.js & PHP)","iTeamly",senior,remote,"Kraków","PostgreSQL; PHP; Node.js; AWS","23000-34500 PLN",NaN,0.8804,0
backend-java-senior,5038,"Staff / Senior Backend Software Engineer (Node.js & PHP)","iTeamly",senior,remote,"Kraków","PostgreSQL; PHP; Node.js; AWS","25000-36500 PLN",NaN,0.8737,0
backend-java-senior,5533,"Senior Software Engineer, Back-end (Fraud)","Affirm",senior,remote,"","Kotlin; Python; AWS","25083-33416 PLN",NaN,0.8728,1
backend-java-senior,5336,"Lead Backend Engineer Java & Test Automation","Mindbox Sp. z o.o.",senior,hybrid,"Kraków","Java; Design Patterns; Microservices architecture","33600-37800 PLN",NaN,0.8674,1
backend-java-senior,5488,"Middle/Senior Backend Engineer (Kafka, Java, ELK)","N-iX",senior,hybrid,"Gdynia","Java; Kafka; Spring","4000-4845 USD",NaN,0.8674,1
backend-java-senior,5732,"Staff Software Engineer, Backend (Deal reporting)","Affirm",senior,remote,"","Kotlin; Python; AWS","29833-38166 PLN",NaN,0.8656,1
backend-java-senior,5470,"Senior Backend Developer / Developerka (Java)","ASTEK Polska",senior,hybrid,"Warszawa","Spring Boot; Java; REST API","25200-27300 PLN",NaN,0.8637,1
backend-java-senior,5629,"Senior Software Engineer (Java+GCP)","SquareOne",senior,remote,"","Kotlin; Java; GCP","25200-30240 PLN",NaN,0.8590,1
backend-java-senior,5367,"Staff Software Engineer, Back-end (Identity Engineering)","Affirm",senior,remote,"","Kotlin; Python; AWS","29833-38166 PLN",NaN,0.8414,1
backend-java-senior,5614,"Senior Java Engineer (HCL Commerce & AWS)","Localhost, s.r.o.",senior,hybrid,"Prague","Java; AWS; HCL","18000-22000 PLN",NaN,0.8376,1
go-backend-senior,196,"Backend Engineer","FIXLY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",senior,remote,"Poznań","TypeScript; PostgreSQL; Node.js; Amazon AWS; Golang; DynamoDB","20000-25000 PLN",NaN,0.6743,1
go-backend-senior,5736,"Senior Golang FullStack Engineer","N-iX",senior,remote,"","JavaScript; Go; Golang","4500-6300 USD",NaN,0.6569,1
go-backend-senior,265,"Senior Backend Developer (Node.js + Hydra + AWS)","SCALO",mid,remote,"Kraków","Node; AWS","20160-22680 PLN",NaN,0.5008,0
go-backend-senior,3970,"Fullstack Developer (Go / React / Node.js)","Link Group",senior,remote,"Kraków","TypeScript; Docker; React; Node.js; Go; Kubernetes; Golang; GCP; AWS","23000-23000 PLN",NaN,0.3224,1
go-backend-senior,5759,"Fullstack Developer (Go / React / Node.js)","Link Group",senior,remote,"","TypeScript; React; Golang","23000-23000 PLN",NaN,0.1865,1
go-backend-senior,68,"Staff / Senior Backend Software Engineer (Node.js & PHP)","iTeamly",senior,remote,"Kraków","PostgreSQL; PHP; Node.js; AWS","23000-34500 PLN",NaN,0.1798,0
go-backend-senior,5038,"Staff / Senior Backend Software Engineer (Node.js & PHP)","iTeamly",senior,remote,"Kraków","PostgreSQL; PHP; Node.js; AWS","25000-36500 PLN",NaN,0.1704,0
go-backend-senior,5676,"Senior Software Engineer – Billy Team","Cast AI",senior,remote,"","Golang; Feature flag systems","6500-9000 EUR",NaN,0.1270,1
go-backend-senior,267,"Staff Node.js","iTeamly",senior,remote,"Kraków","PostgreSQL; PHP; Node.js; AWS","23000-34500 PLN",NaN,0.0891,0
go-backend-senior,3958,"Lead Node.js  Engineer","iTeamly",senior,remote,"Kraków","PostgreSQL; PHP; Node.js; AWS","26000-37000 PLN",NaN,0.0622,0
go-backend-senior,5796,"Mid/Senior Python Software Engineer","Shelton AI",mid,remote,"","Python; SQL; Django","18000-32000 PLN",NaN,0.0533,0
go-backend-senior,484,"React Developer (React + Node.js)","Pretius",senior,remote,"Warszawa","TypeScript; Docker; Angular; React; Node.js; Kubernetes; AWS Serverless","21840-30240 PLN",NaN,0.0527,0
go-backend-senior,223,"Fullstack Developer Java + Angular z umiejętnością analizy systemowej (m/k/n)","Upvanta sp. z o.o.",senior,remote,"Wrocław","Docker; Angular; Java; Kubernetes","18900-21000 PLN",NaN,0.0488,0
go-backend-senior,5715,".Net Developer with AWS","1dea",senior,remote,"",".NET; AWS","22680-26880 PLN",NaN,0.0430,0
go-backend-senior,105,"Typescript Developer (Node.js)","CrustLab",senior,remote,"Kraków","TypeScript; Docker; PostgreSQL; Node.js; Express.js; MongoDB; DDD; AWS","22000-27000 PLN",NaN,0.0423,0
go-backend-senior,1096,"CTO","Plecto ApS",senior,remote,"","PostgreSQL; Python; Django","30000-35000 PLN",NaN,0.0403,0
go-backend-senior,5799,"Senior Python Cloud Engineer","j-labs software specialist",senior,remote,"","Python; Terraform; AWS","25200-30240 PLN",NaN,0.0371,0
go-backend-senior,3575,"Full-Stack / Backend Developer (Java + AWS+ React.js)","Link Group",mid,remote,"","Spring Boot; Java; MongoDB; AWS","16800-26880 PLN",NaN,0.0357,0
go-backend-senior,5527,"Senior C# Engineer","Link Group",senior,remote,"",".NET; C#; AWS","30000-44000 PLN",NaN,0.0325,0
go-backend-senior,123,"Full Stack Engineer","Latent AI",senior,remote,"Tel Aviv-Yafo","TypeScript; Next.js; PostgreSQL; React; ORM","22210-29614 PLN",NaN,0.0303,0
mobile-mid,147,"React Native Developer","Goodspeed Digital",mid,remote,"Warszawa","TypeScript; React Native; Firebase","18000-23000 PLN",NaN,0.6463,1
mobile-mid,225,"Regular React Native Developer","Spyrosoft",mid,remote,"Wrocław","TypeScript; JavaScript; CI/CD; Git; React Native","11760-18480 PLN",NaN,0.5883,1
mobile-mid,182,"React Native Developer","GMI Software",mid,remote,"Warszawa","TypeScript; CI/CD; React Native; Expo","12000-18000 PLN",NaN,0.5826,1
mobile-mid,5477,"Mid React Developer","Link Group",mid,remote,"","TypeScript; React; JavaScript","13000-16500 PLN",NaN,0.5531,0
mobile-mid,5659,"React Native Developer","Smart Topaz sp. z o.o.",mid,remote,"","TypeScript; JavaScript; React Native","16000-22000 PLN",NaN,0.4776,1
mobile-mid,4627,"Frontend Developer (React Native)","Boldare",mid,hybrid,"Wrocław","TypeScript; React; React Native","10000-16000 PLN",NaN,0.3898,1
mobile-mid,529,"React Developer | Fintech | Java Experience Required","Caspian One",mid,hybrid,"Kraków","TypeScript; React; Java","27300-37800 PLN",NaN,0.2685,0
mobile-mid,5748," Fullstack Developer (Node, react, typescript)","Link Group",mid,remote,"","TypeScript; React; Node.js","15000-20000 PLN",NaN,0.2182,0
mobile-mid,297,"React Native Engineer (Talent Pool)","iteo",mid,remote,"Katowice","TypeScript; Kotlin; Java; React Native; Redux; MOBX; XCode; Android Studio; Swift","9000-16000 PLN",NaN,0.2158,1
mobile-mid,1087,"Fullstack Developer (Java, React)","ITFS Sp. z o.o.",mid,hybrid,"Warszawa","TypeScript; React; JavaScript","15120-18480 PLN",NaN,0.2062,0
mobile-mid,263,"Middle React Software Engineer","N-iX",mid,remote,"Kraków","TypeScript; React; GraphQL; REST API; English","14691-16160 PLN",NaN,0.1931,0
mobile-mid,479,"React Developer","Devapo",mid,remote,"Warszawa","React; Git","15120-21840 PLN",NaN,0.1688,0
mobile-mid,9,"Fullstack Developer (.NET + React)","DCG",mid,remote,"","TypeScript; .NET; React","18480-20160 PLN",NaN,0.1671,0
mobile-mid,213,"Fullstack Developer (Node.js, React)","Next Technology Professionals",mid,hybrid,"Warszawa","TypeScript; React; API; Node.js; AWS","13000-15000 PLN",NaN,0.1640,0
mobile-mid,5,"Frontend Developer","the.good.code;",mid,hybrid,"Gdańsk","TypeScript; Next.js; React","13440-16800 PLN",NaN,0.1337,0
mobile-mid,3206,"Fullstack Developer (Node.js + React) (m/k)","Devire",mid,remote,"","TypeScript; React; Node.js","16800-21000 PLN",NaN,0.1330,0
mobile-mid,174,"Mid Frontend Developer","Jit Team",mid,hybrid,"Warszawa","TypeScript; React; JavaScript","10000-16000 PLN",NaN,0.1260,0
