profile_name,offer_id,title,company,experience_level,workplace_type,city,technologies,salary_range,bi_score,cross_score,relevant
frontend-senior,261,"Senior Frontend Developer","Lincor Software",senior,remote,"Warszawa","TypeScript; Docker; React; JavaScript; HTML; CSS; Unit Testing; Git","16000-24000 PLN",NaN,0.9559,1
frontend-senior,457,"Senior Frontend Engineer","CKSource",senior,remote,"Warszawa","TypeScript; JavaScript; AI","24000-32000 PLN",NaN,0.9505,1
frontend-senior,237,"Senior Frontend Developer part/full time","Pirxey",senior,remote,"Gdańsk","TypeScript; React; PHP; Node.js; HTML; CSS; Vue.js; Mobile Apps","14000-28000 PLN",NaN,0.9472,1
frontend-senior,495,"Senior Frontend Developer","Merixstudio",senior,remote,"Poznań","TypeScript; React; JavaScript; HTML5; CSS 3","15500-22000 PLN",NaN,0.9447,1
frontend-senior,4508,"Senior Frontend Developer (Angular)","Inspeerity",senior,remote,"Warsaw","TypeScript; Angular; JavaScript; HTML; CSS; CI/CD; Unit Testing; Cloud","15120-23520 PLN",NaN,0.9352,0
frontend-senior,274,"Senior Frontend Engineer","Surfer",senior,remote,"Wrocław","TypeScript; React; GraphQL; Apollo","23000-27000 PLN",NaN,0.9334,1
frontend-senior,3969,"Senior Frontend Developer (React)","Link Group",senior,remote,"Warszawa","TypeScript; React; JavaScript; HTML; CSS","16800-21840 PLN",NaN,0.9260,1
frontend-senior,4497,"Senior Frontend Developer (React)","Inspeerity",senior,remote,"Warszawa","TypeScript; Next.js; React; JavaScript; HTML; CSS; CI/CD; Cloud","15120-23520 PLN",NaN,0.9244,1
frontend-senior,345,"Senior Frontend Developer (Angular)","Lumicode Sp. z o.o. (Pentacomp Group)",senior,remote,"Warszawa","Angular; Node.js; HTML; CSS","15120-20160 PLN",NaN,0.9229,0
frontend-senior,527,"Senior Frontend Developer (Part-time; 100% remote)","DevsData LLC",senior,remote,"Warsaw","JavaScript; HTML; CSS","16800-24360 PLN",NaN,0.9214,1
frontend-senior,299,"Lead Fullstack (React+Next.js +Node.js)","N-iX",senior,remote,"Warszawa","TypeScript; Next.js; React; Node.js","23873-25709 PLN",NaN,0.9086,1
frontend-senior,1219,"React Frontend Developer (4/5 part-time)","Hero.dot Sp. z o.o.",senior,remote,"Warszawa","TypeScript; HTML; CSS; Tailwind CSS","12000-16000 PLN",NaN,0.9082,1
frontend-senior,1290,"React Frontend Developer (4/5 part-time)","Hero.dot Sp. z o.o.",senior,remote,"Warszawa","TypeScript; HTML; CSS; Tailwind CSS","12000-16000 PLN",NaN,0.9082,1
frontend-senior,5269,"AI-First Senior Frontend Developer","PhotoAiD",senior,remote,"Warszawa","TypeScript; React; AI; Claude Code / Codex / Cursor","23000-30000 PLN",NaN,0.9070,1
backend-python-mid,5489,"Python Backend Developer","Smart Topaz sp. z o.o.",mid,remote,"","Python; Azure; SQL","19000-24000 PLN",NaN,0.8761,1
backend-python-mid,5780,"Python Developer","Link Group",mid,remote,"","PostgreSQL; Python; SQL","20160-23520 PLN",NaN,0.4394,1
backend-python-mid,5729,"Python Developer with Azure","DCG sp. z o.o.",mid,hybrid,"Poland","FastAPI; Python; Django","21840-25200 PLN",NaN,0.3315,1
backend-python-mid,5796,"Mid/Senior Python Software Engineer","Shelton AI",mid,remote,"","Python; SQL; Django","18000-32000 PLN",NaN,0.2159,1
backend-python-mid,742,"Fullstack Developer (Django + Angular)","Pro Business Solutions IT",mid,hybrid,"Katowice","Angular; Python; Django","16800-20160 PLN",NaN,0.1194,1
backend-python-mid,5745,"Fullstack Engineer (Python/ API/ Security)","Antal",mid,hybrid,"Kraków","API; Python; frontend","25200-33600 PLN",NaN,0.0451,1
backend-python-mid,746,"Fullstack Engineer (Node.js + React)","Square One Resources",mid,hybrid,"Warsaw","PostgreSQL; React; AWS","20160-23520 PLN",NaN,0.0302,0
backend-java-senior,136,"Senior Back-end Engineer (NodeJS)","SwingDev—a hippo company",senior,remote,"Warszawa","TypeScript; PostgreSQL; JavaScript; Node.js; Microservices","26000-32000 PLN",NaN,0.9583,0
backend-java-senior,4644,"Senior Software Engineer (Java/Kotlin)","ARDURA Consulting",senior,remote,"","TypeScript; Kotlin; Java","24360-26880 PLN",NaN,0.9540,1
backend-java-senior,5687,"Senior Kotlin Engineer with Java","Xebia sp. z o.o.",senior,hybrid,"Rzeszów","TypeScript; Kotlin; Java","17100-28200 PLN",NaN,0.9399,1
backend-java-senior,5515,"Senior Backend Engineer (Python/AWS)","Transition Technologies PSC",senior,hybrid,"Białystok","Python; Microservices; AWS","",NaN,0.9323,0
backend-java-senior,5825,"Senior Backend Engineer (Java)","Mindbox Sp. z o.o.",senior,hybrid,"Warszawa","Spring Boot; Java; K8s","29400-33600 PLN",NaN,0.9101,1
backend-java-senior,5677,"Senior Java Engineer with DevOps","Mindbox Sp. z o.o.",senior,hybrid,"Kraków","Spring Boot; Java; Java SE","29400-33600 PLN",NaN,0.9041,1
backend-java-senior,5584,"Senior Backend Developer (Solr/Elasticsearch)","teems.it sp. z o.o.",senior,hybrid,"Kraków","Spring Boot; Java; Solr","22400-26500 PLN",NaN,0.8816,1
backend-java-senior,5760,"Senior Java Developer - 100% remote","AVENGA (Agencja Pracy, nr KRAZ: 8448)",senior,hybrid,"Warszawa","Spring Boot; Java; Spring","25200-26880 PLN",NaN,0.8811,1
backend-java-senior,5533,"Senior Software Engineer, Back-end (Fraud)","Affirm",senior,remote,"","Kotlin; Python; AWS","25083-33416 PLN",NaN,0.8728,1
backend-java-senior,5336,"Lead Backend Engineer Java & Test Automation","Mindbox Sp. z o.o.",senior,hybrid,"Kraków","Java; Design Patterns; Microservices architecture","33600-37800 PLN",NaN,0.8674,1
backend-java-senior,5488,"Middle/Senior Backend Engineer (Kafka, Java, ELK)","N-iX",senior,hybrid,"Gdynia","Java; Kafka; Spring","4000-4845 USD",NaN,0.8674,1
backend-java-senior,5732,"Staff Software Engineer, Backend (Deal reporting)","Affirm",senior,remote,"","Kotlin; Python; AWS","29833-38166 PLN",NaN,0.8656,1
backend-java-senior,5470,"Senior Backend Developer / Developerka (Java)","ASTEK Polska",senior,hybrid,"Warszawa","Spring Boot; Java; REST API","25200-27300 PLN",NaN,0.8637,1
backend-java-senior,5629,"Senior Software Engineer (Java+GCP)","SquareOne",senior,remote,"","Kotlin; Java; GCP","25200-30240 PLN",NaN,0.8590,1
backend-java-senior,5367,"Staff Software Engineer, Back-end (Identity Engineering)","Affirm",senior,remote,"","Kotlin; Python; AWS","29833-38166 PLN",NaN,0.8414,1
backend-java-senior,5614,"Senior Java Engineer (HCL Commerce & AWS)","Localhost, s.r.o.",senior,hybrid,"Prague","Java; AWS; HCL","18000-22000 PLN",NaN,0.8376,1
backend-java-senior,5693,"Senior Software Engineer (Kotlin / Java) [M/F]","Stackmine",senior,remote,"","Kotlin; Java","23520-26880 PLN",NaN,0.8252,1
backend-java-senior,5751,"Senior Fullstack Engineer (Kotlin, TypeScript) [M/F]","Stackmine",senior,remote,"","TypeScript; Kotlin; Java","23520-27720 PLN",NaN,0.8129,1
backend-java-senior,5699,"Senior Software Engineer (.net, backend)","OneRail Poland Sp. z o.o.",senior,hybrid,"Kraków",".NET; Microservices; MySQL","22000-28000 PLN",NaN,0.8051,0
backend-java-senior,4980,"Senior Java Developer","AVENGA (Agencja Pracy, nr KRAZ: 8448)",senior,hybrid,"Warszawa","Spring Boot; Java; Kafka","28560-33600 PLN",NaN,0.7858,1
go-backend-senior,196,"Backend Engineer","FIXLY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",senior,remote,"Poznań","TypeScript; PostgreSQL; Node.js; Amazon AWS; Golang; DynamoDB","20000-25000 PLN",NaN,0.6743,1
go-backend-senior,5736,"Senior Golang FullStack Engineer","N-iX",senior,remote,"","JavaScript; Go; Golang","4500-6300 USD",NaN,0.6569,1
go-backend-senior,5759,"Fullstack Developer (Go / React / Node.js)","Link Group",senior,remote,"","TypeScript; React; Golang","23000-23000 PLN",NaN,0.1865,1
go-backend-senior,5676,"Senior Software Engineer – Billy Team","Cast AI",senior,remote,"","Golang; Feature flag systems","6500-9000 EUR",NaN,0.1270,1
go-backend-senior,5796,"Mid/Senior Python Software Engineer","Shelton AI",mid,remote,"","Python; SQL; Django","18000-32000 PLN",NaN,0.0533,0
go-backend-senior,5715,".Net Developer with AWS","1dea",senior,remote,"",".NET; AWS","22680-26880 PLN",NaN,0.0430,0
go-backend-senior,1096,"CTO","Plecto ApS",senior,remote,"","PostgreSQL; Python; Django","30000-35000 PLN",NaN,0.0403,0
go-backend-senior,5799,"Senior Python Cloud Engineer","j-labs software specialist",senior,remote,"","Python; Terraform; AWS","25200-30240 PLN",NaN,0.0371,0
go-backend-senior,5527,"Senior C# Engineer","Link Group",senior,remote,"",".NET; C#; AWS","30000-44000 PLN",NaN,0.0325,0
mobile-mid,147,"React Native Developer","Goodspeed Digital",mid,remote,"Warszawa","TypeScript; React Native; Firebase","18000-23000 PLN",NaN,0.6463,1
mobile-mid,5477,"Mid React Developer","Link Group",mid,remote,"","TypeScript; React; JavaScript","13000-16500 PLN",NaN,0.5531,0
mobile-mid,5659,"React Native Developer","Smart Topaz sp. z o.o.",mid,remote,"","TypeScript; JavaScript; React Native","16000-22000 PLN",NaN,0.4776,1
mobile-mid,4627,"Frontend Developer (React Native)","Boldare",mid,hybrid,"Wrocław","TypeScript; React; React Native","10000-16000 PLN",NaN,0.3898,1
mobile-mid,529,"React Developer | Fintech | Java Experience Required","Caspian One",mid,hybrid,"Kraków","TypeScript; React; Java","27300-37800 PLN",NaN,0.2685,0
mobile-mid,5748," Fullstack Developer (Node, react, typescript)","Link Group",mid,remote,"","TypeScript; React; Node.js","15000-20000 PLN",NaN,0.2182,0
mobile-mid,1087,"Fullstack Developer (Java, React)","ITFS Sp. z o.o.",mid,hybrid,"Warszawa","TypeScript; React; JavaScript","15120-18480 PLN",NaN,0.2062,0
mobile-mid,9,"Fullstack Developer (.NET + React)","DCG",mid,remote,"","TypeScript; .NET; React","18480-20160 PLN",NaN,0.1671,0
mobile-mid,5,"Frontend Developer","the.good.code;",mid,hybrid,"Gdańsk","TypeScript; Next.js; React","13440-16800 PLN",NaN,0.1337,0
mobile-mid,3206,"Fullstack Developer (Node.js + React) (m/k)","Devire",mid,remote,"","TypeScript; React; Node.js","16800-21000 PLN",NaN,0.1330,0
mobile-mid,174,"Mid Frontend Developer","Jit Team",mid,hybrid,"Warszawa","TypeScript; React; JavaScript","10000-16000 PLN",NaN,0.1260,0
mobile-mid,5731,"Fullstack Developer (React + Node.js)","Mood Up",mid,hybrid,"Poznań","TypeScript; React; JavaScript","16000-21000 PLN",NaN,0.1118,0
mobile-mid,1444,"Web Portal Developer","Link Group",mid,remote,"","TypeScript; React; Headless CMS","16000-18480 PLN",NaN,0.0806,0
mobile-mid,739,"Product Frontend Developer (React / UI-UX) – GFComply","GFComply Sàrl",mid,remote,"","TypeScript; React; UI","21840-23520 PLN",NaN,0.0752,0
mobile-mid,5684,"Remote Software Engineering Manager","Open Rewards",mid,remote,"","React; Android; iOS","20000-30000 PLN",NaN,0.0427,0
mobile-mid,5375,"JavaScript Full-stack Engineer","Full Stack House",mid,hybrid,"Poznań","TypeScript; React; JavaScript","8400-16800 PLN",NaN,0.0406,0
mobile-mid,5801,"Frontend Developer","Shiji Poland",mid,hybrid,"Katowice","TypeScript; React; JavaScript","13440-20160 PLN",NaN,0.0335,0
